"","id","uniid"
"3622","YKR077W","P36157"
"3623","YNL284C-A","Q12391"
"3624","YPR088C","P20424"
"3625","YPR063C","Q12160"
"3626","YJR013W","P47088"
"3627","YKL046C","P36091"
"3628","YER107C","P40066"
"3629","YKL024C","P15700"
"3630","YPR054W","P41808"
"3631","YMR075W","Q04779"
"3632","YMR012W","Q03690"
"3633","YLR377C","P09201"
"3634","YBR262C","P38341"
"3635","YDR088C","Q02775"
"3636","YDR118W","Q04601"
"3637","YEL030W","P39987"
"3638","YIR034C","P38998"
"3639","YKL008C","P28496"
"3640","YMR291W","Q03533"
"3641","YML011C","Q04231"
"3642","YPL048W","P29547"
"3643","YIL159W","P40450"
"3644","YGL120C","P53131"
"3645","YCL048W","P25380"
"3646","YAR008W","P39707"
"3647","YER179W","P25453"
"3648","YGL116W","P26309"
"3649","YJR047C","P19211"
"3650","YKL219W","P36034"
"3651","YPR126C","O13567"
"3652","YMR001C","P32562"
"3653","YGL227W","P53076"
"3654","YLR406C","P0C2H9"
"3655","YDR506C","Q04399"
"3656","YER135C","P40082"
"3657","YDR299W","Q06631"
"3658","YOR223W","Q12015"
"3659","YBR298C","P38156"
"3660","YLR001C","Q07895"
"3661","YAL003W","P32471"
"3662","YHR185C","P38872"
"3663","YPL049C","Q03063"
"3664","YBR187W","P38301"
"3665","YBL111C","Q3E7Y5"
"3666","YKL159C","P36054"
"3667","YNL260C","P53846"
"3668","YLR154W-B","P0C5P9"
"3669","YJL210W","P32800"
"3670","YBL015W","P32316"
"3671","YAL054C","Q01574"
"3672","YCR097W-A","Q96VG6"
"3673","YMR119W","P54074"
"3674","YDL020C","Q03465"
"3675","YDR174W","Q03973"
"3676","YBR055C","P19735"
"3677","YIL018W","P0CX45"
"3678","YIL018W","P0CX46"
"3679","YJL105W","P42948"
"3680","YGR040W","P14681"
"3681","YJR103W","P38627"
"3682","YLL037W","Q07865"
"3683","YOR191W","Q08562"
"3684","YOR013W","Q12479"
"3685","YGL210W","P51996"
"3686","YML036W","Q03705"
"3687","YOL134C","Q08272"
"3688","YFL051C","P43552"
"3689","YJL205C","Q02820"
"3690","YLR293C","P32835"
"3691","YDR413C","P87266"
"3692","YHR031C","P38766"
"3693","YJR118C","P47155"
"3694","YIR040C","P40584"
"3695","YLR177W","Q06251"
"3696","YMR031W-A","Q6Q572"
"3697","YBL005W-B","Q12490"
"3698","YGR279C","P53334"
"3699","YBR290W","P38356"
"3700","YGL123W","P25443"
"3701","YOL115W","P53632"
"3702","YOR231W","P32490"
"3703","YMR062C","Q04728"
"3704","YPL176C","Q08919"
"3705","YJR134C","P47166"
"3706","YLL051C","Q12473"
"3707","YDL094C","Q07509"
"3708","YLR119W","Q99176"
"3709","YIL064W","P40516"
"3710","YDR165W","Q03774"
"3711","YNL142W","P41948"
"3712","YMR222C","Q05015"
"3713","YHR144C","P06773"
"3714","YPL198W","Q12213"
"3715","YBR178W","P38296"
"3716","YNL311C","P42843"
"3717","YLR242C","Q06541"
"3718","YER057C","P40037"
"3719","YML029W","Q03714"
"3720","YCR087C-A","P37263"
"3721","YLR337C","P37370"
"3722","YAL033W","P28005"
"3723","YNR060W","P53746"
"3724","YLR333C","P0C0T4"
"3725","YGL087C","P53152"
"3726","YML037C","Q03703"
"3727","YDL101C","P39009"
"3728","YDR195W","P42073"
"3729","YDR322W","Q06678"
"3730","YDL102W","P15436"
"3731","YOR170W","Q08543"
"3732","YGR276C","P53331"
"3733","YBR126C","Q00764"
"3734","YJL081C","P80428"
"3735","YLR363W-A","Q3E747"
"3736","YGR076C","P23369"
"3737","YMR075C-A","Q6B0Y7"
"3738","YCR020C-A","P23059"
"3739","YDL141W","P48445"
"3740","YNL114C","P53926"
"3741","YML010W","P27692"
"3742","YDR463W","Q00947"
"3743","YHR054C","P38780"
"3744","YPL168W","Q12467"
"3745","YDR328C","P52286"
"3746","YDR344C","Q05510"
"3747","YGR021W","P53212"
"3748","YPL237W","P09064"
"3749","YKR056W","P33753"
"3750","YMR224C","P32829"
"3751","YPR105C","Q06096"
"3752","YKL030W","P36099"
"3753","YPL083C","Q02825"
"3754","YBL059C-A","Q3E7A4"
"3755","YAL016C-A","A0A023PYC6"
"3756","YMR172W","Q03213"
"3757","YHR021C","P38711"
"3758","YGL217C","P53085"
"3759","YOL140W","P18544"
"3760","YGL107C","P53140"
"3761","YGR128C","P53276"
"3762","YNR020C","P53722"
"3763","YOR206W","P39744"
"3764","YPR017C","P32601"
"3765","YDL132W","Q12018"
"3766","YER137C-A","P0CX71"
"3767","YER137C-A","P0CX70"
"3768","YER137C-A","P0CX73"
"3769","YER137C-A","P0CX72"
"3770","YNR039C","P53735"
"3771","YAL063C","P39712"
"3772","YFR016C","P43597"
"3773","YGL193C","P53097"
"3774","YCR010C","P25613"
"3775","YDR283C","P15442"
"3776","YBL071C","P38185"
"3777","YOR354C","Q08818"
"3778","YNL309W","P42845"
"3779","YMR143W","P0CX51"
"3780","YMR143W","P0CX52"
"3781","YGR183C","P22289"
"3782","YGR179C","P53298"
"3783","YGR175C","P32476"
"3784","YAR020C","P39545"
"3785","YKR072C","P36024"
"3786","YNL265C","P53843"
"3787","YKL211C","P00937"
"3788","YMR192W","Q04322"
"3789","YLR274W","P29496"
"3790","YGL043W","P07273"
"3791","YPR189W","P17883"
"3792","YDL103C","P43123"
"3793","YDL152W","Q12394"
"3794","YNL196C","P40167"
"3795","YHL003C","P38703"
"3796","YGL135W","P0CX44"
"3797","YGL135W","P0CX43"
"3798","YJL155C","P32604"
"3799","YHR212W-A","P0CX91"
"3800","YHR212W-A","P0CX90"
"3801","YOL132W","Q08271"
"3802","YGL082W","P53155"
"3803","YNR048W","P53740"
"3804","YDL134C","P23594"
"3805","YHR083W","P14693"
"3806","YLL023C","Q12164"
"3807","YGR204W","P07245"
"3808","YLR202C","O13531"
"3809","YFR005C","P43589"
"3810","YBR216C","P38315"
"3811","YGR265W","P53325"
"3812","YEL020W-A","O74700"
"3813","YEL038W","P32626"
"3814","YCR035C","P25359"
"3815","YLR022C","Q07953"
"3816","YMR026C","Q04370"
"3817","YJR016C","P39522"
"3818","YDR176W","P32494"
"3819","YGL004C","P53196"
"3820","YDR222W","Q04925"
"3821","YPR162C","P54791"
"3822","YEL076C-A","P0CX17"
"3823","YEL076C-A","P0CX16"
"3824","YEL054C","P0CX53"
"3825","YEL054C","P0CX54"
"3826","YDR020C","Q12084"
"3827","YKL165C","P36051"
"3828","YPR129W","P45978"
"3829","YDL091C","Q12229"
"3830","YJL154C","P34110"
"3831","YKL164C","Q03178"
"3832","YDR220C","Q04923"
"3833","YDR074W","P31688"
"3834","YBR240C","P38141"
"3835","YHR086W-A","Q3E746"
"3836","YDR251W","P37304"
"3837","YOL042W","Q08213"
"3838","YHR196W","P38882"
"3839","YDR494W","Q03430"
"3840","YGL142C","P30777"
"3841","YKL151C","P36059"
"3842","YLL067C",""
"3843","YPL230W","Q12132"
"3844","YOR144C","Q12050"
"3845","YOR046C","P20449"
"3846","YLL062C","Q12525"
"3847","YLR255C","O13574"
"3848","YBL056W","P34221"
"3849","YER089C","P39966"
"3850","YDL175C","Q12476"
"3851","YOR336W","P22023"
"3852","YML131W","Q03102"
"3853","YNL139C","P53552"
"3854","YHR192W","P38878"
"3855","YNL313C","P42842"
"3856","YCR051W","P25631"
"3857","YGR067C","P53243"
"3858","YHL024W","P38741"
"3859","YJL185C","P46983"
"3860","YBL012C","P38209"
"3861","YER071C","P40045"
"3862","YOR063W","P14126"
"3863","YDR524C-B","Q3E6R4"
"3864","YDR102C","Q03864"
"3865","YPL076W","P46961"
"3866","YIR002C","P40562"
"3867","YMR294W","P36224"
"3868","YER044C-A","P29467"
"3869","YIL017C","P40547"
"3870","YML110C","P49017"
"3871","YPR065W","P25042"
"3872","YLR288C","Q02574"
"3873","YHR213W-B","Q8TGK1"
"3874","YJL093C","P40310"
"3875","YNR069C","P53755"
"3876","YLR170C","P35181"
"3877","YCR057C","P25635"
"3878","YJL160C","P46999"
"3879","YBR287W","P38355"
"3880","Q0050","P03875"
"3881","YDR356W","P32380"
"3882","YER077C","P40050"
"3883","YDL033C","Q12093"
"3884","YJR083C","P47129"
"3885","YDR291W","Q05549"
"3886","YGR239C","P50091"
"3887","YML057C-A","P0C261"
"3888","YER031C","P38555"
"3889","YFR057W","P43625"
"3890","YOR006C","Q12094"
"3891","YPR204W","Q08995"
"3892","YNL283C","P53832"
"3893","YGR153W","P48238"
"3894","YOL032W","Q08202"
"3895","YLR194C","Q05777"
"3896","YPR158C-C","Q6Q5H1"
"3897","YER168C","P21269"
"3898","YML031C-A","A0A023PXH2"
"3899","YDR079C-A","Q3E7C1"
"3900","YFR032C-A","P05747"
"3901","YJL151C","P14359"
"3902","YOR332W","P22203"
"3903","YMR181C","Q03231"
"3904","YOL010W","Q08096"
"3905","YDL042C","P06700"
"3906","YNL109W","P53928"
"3907","YKR022C","P36118"
"3908","YNL148C","P53904"
"3909","YMR318C","Q04894"
"3910","YGL078C","P20447"
"3911","YER142C","P22134"
"3912","YIL065C","P40515"
"3913","YPL062W","Q02781"
"3914","YKR074W","P36154"
"3915","YNL099C","P50946"
"3916","YKL201C","P36044"
"3917","YPR083W","Q06820"
"3918","YBL033C","P38066"
"3919","YCL057W","P25375"
"3920","YHR102W","P38692"
"3921","YDR117C","Q04600"
"3922","YLR245C","Q06549"
"3923","YNL198C","P40166"
"3924","YLR185W","P49166"
"3925","YGL216W","P53086"
"3926","YPL254W","Q12060"
"3927","YNL100W","P50945"
"3928","YPL184C","Q08925"
"3929","YDR492W","Q03419"
"3930","YER006W","P40010"
"3931","YOL114C","Q12322"
"3932","YNL288W","P53829"
"3933","YGR096W","P53257"
"3934","YER132C","P32634"
"3935","YJL008C","P47079"
"3936","YHR202W","P38887"
"3937","YJR041C","P47108"
"3938","YHR094C","P32465"
"3939","YKR045C","P36138"
"3940","YPR140W","Q06510"
"3941","YPR029C","Q12028"
"3942","YNL318C","P42833"
"3943","YHR165C","P33334"
"3944","YLL014W","Q12431"
"3945","YOR272W","Q12024"
"3946","YLL056C","Q12177"
"3947","YOL040C","Q01855"
"3948","YGR143W","P33336"
"3949","YPL165C","Q12529"
"3950","YNR026C","P11655"
"3951","YOR203W","Q08621"
"3952","YBL013W","P32785"
"3953","YER038W-A","A0A023PZB3"
"3954","YGR122W","P53272"
"3955","YLR076C","Q08018"
"3956","YGR221C","P50078"
"3957","YLL018C","P04802"
"3958","YDR275W","Q05611"
"3959","YDR295C","Q06629"
"3960","YHR140W","P38842"
"3961","YKL127W","P33401"
"3962","YJL131C","P47015"
"3963","YOR241W","Q08645"
"3964","YDR382W","P02400"
"3965","YDR495C","P23643"
"3966","YOL129W","Q12016"
"3967","YNL102W","P13382"
"3968","YML014W","P49957"
"3969","YDR237W","P36519"
"3970","YOR343W-A","Q12293"
"3971","YKR009C","Q02207"
"3972","YJR129C","P47163"
"3973","YPR039W","Q6B0W0"
"3974","YPR024W","P32795"
"3975","YOR289W","Q12012"
"3976","YLR259C","P19882"
"3977","YIL102C","P40488"
"3978","YOR229W","Q12206"
"3979","YKR049C","P36141"
"3980","YKL073W","P36016"
"3981","YDR496C","Q04373"
"3982","YBL070C","P38186"
"3983","YPL042C","P39073"
"3984","YJL133W","P10566"
"3985","YOL077W-A","P81451"
"3986","YCL040W","P17709"
"3987","YPL145C","P35844"
"3988","YDL146W","Q12342"
"3989","YDR100W","Q03860"
"3990","YJR004C","P20840"
"3991","YBR186W","P38126"
"3992","YKL137W","P36064"
"3993","Q0160","P03882"
"3994","YDR098C-A","Q03856"
"3995","YFR041C","P43613"
"3996","YLR133W","P20485"
"3997","YKL006C-A","P43682"
"3998","YPR192W","P0CD91"
"3999","YMR189W","P49095"
"4000","YOR137C","Q12212"
"4001","YNL215W","P40154"
"4002","YDL105W","P43124"
"4003","YDR111C","P52892"
"4004","YCL029C","P11709"
"4005","YDR172W","P05453"
"4006","YPL064C","Q02770"
"4007","YML054C-A","Q3E809"
"4008","YNL085W","P40850"
"4009","YAL031W-A","A0A023PZ94"
"4010","YDL230W","P25044"
"4011","YFR025C","P38635"
"4012","YHR093W","P29589"
"4013","YOR050C","Q08419"
"4014","YNL264C","P53844"
"4015","YGL051W","P53176"
"4016","YBL038W","P38064"
"4017","YHR148W","P32899"
"4018","YPL166W","Q12092"
"4019","YIL165C","P40446"
"4020","YJL005W","P08678"
"4021","YDR103W","P32917"
"4022","YAR050W","P32768"
"4023","YPL026C","Q12505"
"4024","YJR006W","P46957"
"4025","YLR044C","P06169"
"4026","YJL115W","P32447"
"4027","YLR262C","Q99260"
"4028","YDR386W","Q04149"
"4029","YJL099W","P40955"
"4030","YLR422W","Q06409"
"4031","YJR154W","P47181"
"4032","YNL333W","P53824"
"4033","YFR010W","P43593"
"4034","YJL161W","P46998"
"4035","YJR097W","P47138"
"4036","YIR021W","P07266"
"4037","YJR046W","P47112"
"4038","YPR103W","P30656"
"4039","YBL088C","P38110"
"4040","YJR122W","P47158"
"4041","YOR390W","Q08913"
"4042","YML105C","P29478"
"4043","YCR047W-A","Q8TGQ1"
"4044","YDL245C","P54854"
"4045","YEL049W","P32612"
"4046","YKL035W","P32861"
"4047","YMR056C","P04710"
"4048","YDR141C","Q03921"
"4049","YGL171W","P45818"
"4050","YLR115W","Q12102"
"4051","YOR373W","P32336"
"4052","YOL096C","P27680"
"4053","YGR249W","P53050"
"4054","YLR235C","A0A023PXP4"
"4055","YAR035W","P80235"
"4056","YGR198W","P46951"
"4057","YBR081C","P35177"
"4058","YJR026W","P0CX74"
"4059","YJR026W","P0CX76"
"4060","YJR026W","P0CX75"
"4061","YNR022C","P53724"
"4062","YPL167C","P14284"
"4063","YDR034C","P40971"
"4064","YBR033W","P38073"
"4065","YGR291C","P53340"
"4066","YPL186C","Q08926"
"4067","YBL084C","P38042"
"4068","YOR352W","Q08816"
"4069","YDL030W","P19736"
"4070","YAL013W","P31385"
"4071","YLR294C","O13543"
"4072","YBR012C","P38214"
"4073","YJL031C","Q00618"
"4074","YKR084C","P32769"
"4075","YDL104C","P43122"
"4076","YHR175W","P38865"
"4077","YBL008W-A","Q3E821"
"4078","YBR002C","P35196"
"4079","YBR246W","P38332"
"4080","YDR119W-A","Q2V2P9"
"4081","YHR121W","P38828"
"4082","YEL017W","P39996"
"4083","YDL067C","P07255"
"4084","YKL180W","P05740"
"4085","YGR037C","P31787"
"4086","YML123C","P25297"
"4087","YDR280W","Q05636"
"4088","YBR191W","Q02753"
"4089","YGL083W","P53009"
"4090","YML133W-B","P0CL34"
"4091","YML133W-B","P0CL35"
"4092","YML133W-B","P0CL36"
"4093","YMR229C","Q05022"
"4094","YAL068C","Q3E770"
"4095","YAL068C","P0CE93"
"4096","YAL068C","P0CE92"
"4097","YAL060W","P39714"
"4098","YCL036W","P25370"
"4099","YIL156W","P40453"
"4100","YPL046C","Q03071"
"4101","YDL206W","Q12424"
"4102","YCR019W","P23060"
"4103","YGR025W","P53216"
"4104","YIL072W","P20050"
"4105","Q0060","P03877"
"4106","YDL122W","P25037"
"4107","YPL136W","O13519"
"4108","YBR218C","P32327"
"4109","YJL207C","P39526"
"4110","YBL069W","P35183"
"4111","YOR361C","P06103"
"4112","YGR050C","P53231"
"4113","YKR029C","P36124"
"4114","YML031W","P32500"
"4115","YNR014W","P53719"
"4116","YBL035C","P38121"
"4117","YBR166C","P20049"
"4118","YHR087W","P38804"
"4119","YDR151C","P47976"
"4120","YGL026C","P00931"
"4121","YDR271C","P87282"
"4122","YDR433W","P87269"
"4123","YER047C","P39955"
"4124","YEL050C","P32611"
"4125","YKL136W","P36065"
"4126","YGL036W","P53185"
"4127","YIL093C","P40496"
"4128","YDL087C","Q07508"
"4129","YPL135W","Q03020"
"4130","YOR326W","P19524"
"4131","YNL195C","P40168"
"4132","YBR143C","P12385"
"4133","YDR374W-A","Q2V2P8"
"4134","YNR068C","P53754"
"4135","YJR064W","P40413"
"4136","YPL074W","P40328"
"4137","YLR426W","Q06417"
"4138","YGR035W-A","Q45U48"
"4139","YOR276W","P12962"
"4140","YCL058C","P25585"
"4141","YGR261C","P46682"
"4142","YBL102W","P38166"
"4143","YGR049W","P32564"
"4144","YLR335W","P32499"
"4145","YGL053W","P53174"
"4146","YHR156C","P38852"
"4147","YIR012W","P35184"
"4148","YDR129C","P32599"
"4149","YLL026W","P31539"
"4150","YLR056W","P32353"
"4151","YMR283C","P23796"
"4152","YML133C","Q03099"
"4153","YER083C","P40056"
"4154","YGL132W","P53126"
"4155","YLR110C","Q12127"
"4156","YGR099W","P53038"
"4157","YBR137W","P38276"
"4158","YJR062C","P40354"
"4159","YNL094W","P53933"
"4160","YNL281W","P53834"
"4161","YHR022C","P38763"
"4162","YAR033W","P39552"
"4163","YFL020C","P43575"
"4164","YCL001W-A","P87012"
"4165","YHR001W-A","P37299"
"4166","YGR010W","P53204"
"4167","YDL098C","Q12368"
"4168","YMR150C","P28627"
"4169","YLR282C","O13542"
"4170","YGL024W","P53190"
"4171","YBR057C","P38236"
"4172","YOR153W","P33302"
"4173","YPL032C","Q03088"
"4174","YLR034C","Q12078"
"4175","YGR157W","P05374"
"4176","YOR277C","Q08736"
"4177","YCL047C","P25576"
"4178","YBR284W","P38150"
"4179","YBL027W","P0CX83"
"4180","YBL027W","P0CX82"
"4181","YMR018W","Q04364"
"4182","YNL213C","P40156"
"4183","YGR238C","P50090"
"4184","YGR125W","P53273"
"4185","YML100W-A","Q8TGT0"
"4186","YKL130C","P36068"
"4187","YDR536W","P39932"
"4188","YNR058W","P50277"
"4189","YML103C","P52593"
"4190","YIL051C","P40185"
"4191","YOR104W","Q12057"
"4192","YOR305W","Q08774"
"4193","YDR183C-A","P0C5M3"
"4194","YLR059C","P54964"
"4195","YPL129W","P35189"
"4196","YNL337W","P53821"
"4197","YER079W","P40052"
"4198","YKR063C","P36146"
"4199","YMR230W-A","Q3E7B5"
"4200","YLL009C","Q12287"
"4201","YFL057C","P43546"
"4202","YPR003C","P53394"
"4203","YAL045C","P39725"
"4204","YGL064C","P53166"
"4205","YDR107C","Q04562"
"4206","YJR059W","P47116"
"4207","YDR461C-A","Q2V2P7"
"4208","YML117W","Q03735"
"4209","YOR095C","Q12189"
"4210","YIL082W","Q99219"
"4211","YLR158C","P0CX79"
"4212","YLR158C","P0CX78"
"4213","YLR158C","P0CZ17"
"4214","YLR158C","P0CX77"
"4215","YMR116C","P38011"
"4216","YKL091C","P33324"
"4217","YKL096W","P28319"
"4218","YFL063W","P43541"
"4219","YJL219W","P40885"
"4220","YKR106W","P36173"
"4221","YCL054W","P25582"
"4222","YDR412W","Q04031"
"4223","YDR110W","O13329"
"4224","YMR020W","P50264"
"4225","YPR082C","Q06819"
"4226","YJL193W","P39542"
"4227","YAL063C-A","Q3E791"
"4228","YOR047C","Q02794"
"4229","YDR210C-D","Q99231"
"4230","YDR123C","P26798"
"4231","YBR149W","P38115"
"4232","YDL225W","Q07657"
"4233","YNR003C","P32910"
"4234","YOR150W","Q12487"
"4235","YGR030C","P53218"
"4236","YNL112W","P24783"
"4237","YNL261W","P50874"
"4238","YDR389W","P17121"
"4239","YDR226W","P07170"
"4240","YBR172C","P32909"
"4241","YPR153W","Q06537"
"4242","YHR050W-A","Q05451"
"4243","YML003W","P0CF16"
"4244","YJL080C","P06105"
"4245","YIL144W","P40460"
"4246","YOR089C","P36017"
"4247","YJR022W","P47093"
"4248","YPR034W","Q12406"
"4249","YIL126W","P32597"
"4250","YIL148W","P0CH09"
"4251","YIL148W","P0CH08"
"4252","YER076W-A","A0A023PXJ3"
"4253","YDR477W","P06782"
"4254","YKL061W","P35727"
"4255","YMR316C-B","A0A023PXQ9"
"4256","YPL194W","Q08949"
"4257","YDL026W","Q12147"
"4258","YOR219C","P33894"
"4259","YGR122C-A","P0C5N2"
"4260","YBR164C","P38116"
"4261","YCR102C","P25608"
"4262","YMR060C","P50110"
"4263","YIL076W","P40509"
"4264","YBR217W","P38316"
"4265","YIR014W","P40570"
"4266","YMR245W","Q04019"
"4267","YBR109W-A","P90471"
"4268","YOR178C","P28006"
"4269","YPL068C","Q02749"
"4270","YGR117C","P53270"
"4271","YKR080W","Q02046"
"4272","YHR137C-A","Q8TGN6"
"4273","YDR014W","Q99359"
"4274","YOR314W","Q12506"
"4275","YGR275W","P53330"
"4276","YGR212W","P53304"
"4277","YNL210W","P16523"
"4278","YGL233W","P22224"
"4279","YJR115W","P47152"
"4280","YLR457C","P52919"
"4281","YBR030W","P38222"
"4282","YPL225W","Q08971"
"4283","YJR036C","P40985"
"4284","YDR138W","P17629"
"4285","YMR195W","Q04329"
"4286","YGR004W","P53203"
"4287","YFL008W","P32908"
"4288","YDR054C","P14682"
"4289","YDL119C","Q07534"
"4290","YLR465C","O13558"
"4291","YPR134W","P08593"
"4292","YIL046W-A","Q3E7Z4"
"4293","YER188W","P40103"
"4294","YMR301C","P40416"
"4295","YNL179C","P53880"
"4296","YPR116W","Q06109"
"4297","YNL253W","P53851"
"4298","YDR278C","Q05612"
"4299","YDR199W","A0A023PXB9"
"4300","YOL103W","P30606"
"4301","YLR386W","Q06708"
"4302","YNL143C","P53908"
"4303","YFR045W","P43617"
"4304","YER181C","P40097"
"4305","YBR037C","P23833"
"4306","YPR145W","P49089"
"4307","YMR123W","Q03880"
"4308","YNR024W","P53725"
"4309","YER133W","P32598"
"4310","YNL019C","P53975"
"4311","YOR396W","P0CX22"
"4312","YOR396W","P0CX21"
"4313","YOR396W","P0CX20"
"4314","YKR079C","P36159"
"4315","YOR303W","P07258"
"4316","YLL004W","P54790"
"4317","YLR221C","Q05942"
"4318","YNL152W","P53901"
"4319","YPL033C","Q03085"
"4320","YCR098C","P25346"
"4321","YJR140C","P47171"
"4322","YJL111W","P42943"
"4323","YNL244C","P32911"
"4324","YNL135C","P20081"
"4325","YHL015W","P38701"
"4326","YIL154C","P32351"
"4327","YGR236C","P50088"
"4328","YJL084C","P47029"
"4329","YDL085W","Q07500"
"4330","YAR028W","P39548"
"4331","YML115C","P23642"
"4332","YJL150W","P47004"
"4333","YBR278W","P27344"
"4334","YDR236C","Q03778"
"4335","YPR184W","Q06625"
"4336","YOR018W","Q02805"
"4337","YDL191W","P0CX85"
"4338","YDL191W","P0CX84"
"4339","YDR481C","P11491"
"4340","YPR145C-A","Q2V2P0"
"4341","YOR349W","P40987"
"4342","YNL150W","P53902"
"4343","YBR144C","P34215"
"4344","YLR433C","P23287"
"4345","YCR018C","P09007"
"4346","YJL002C","P41543"
"4347","YFR037C","P43609"
"4348","YLR264W","P0C0X0"
"4349","YLR353W","P41698"
"4350","YHL016C","P33413"
"4351","YLR135W","Q12098"
"4352","YOL088C","Q99316"
"4353","YPL086C","Q02908"
"4354","YHL044W","P38727"
"4355","YOR209C","P39683"
"4356","YBR027C","P38220"
"4357","YBR023C","P29465"
"4358","YDR142C","P39108"
"4359","YIR025W","P40577"
"4360","YER066C-A","P87263"
"4361","YDR036C","P28817"
"4362","YBR300C","P38362"
"4363","YJR106W","P47144"
"4364","YKL135C","P36000"
"4365","YMR223W","P50102"
"4366","YML009C-A","A0A023PYJ0"
"4367","YKL120W","P32332"
"4368","YDL040C","P12945"
"4369","YMR142C","P40212"
"4370","YKL089W","P35201"
"4371","YLR239C","Q06005"
"4372","YMR158W-B","Q6B0X2"
"4373","YPL019C","Q02725"
"4374","YHR050W","P38778"
"4375","YLR102C","Q12107"
"4376","YPL085W","P48415"
"4377","YJL071W","P40360"
"4378","YJR010W","P08536"
"4379","YJL130C","P07259"
"4380","YCR021C","P25619"
"4381","YPR204C-A","P0CX97"
"4382","YPR204C-A","P0CX96"
"4383","YPR204C-A","P0CX98"
"4384","YPR204C-A","P0CX95"
"4385","YPR204C-A","P0CX94"
"4386","YHR063C","P38787"
"4387","YBR038W","P14180"
"4388","YBR277C","P38350"
"4389","YGL049C","P39936"
"4390","YOL063C","Q08226"
"4391","YHR009C","P38758"
"4392","YGR172C","P53039"
"4393","YLR279W","O13540"
"4394","YGR111W","P53265"
"4395","YLR461W","P53427"
"4396","YOR039W","P38930"
"4397","YPR053C","Q6Q5F3"
"4398","YMR101C","Q03175"
"4399","YPL087W","Q02896"
"4400","YKR105C","P36172"
"4401","YDR135C","P39109"
"4402","YNL001W","P33309"
"4403","YKL015W","P25502"
"4404","YGR094W","P07806"
"4405","YOL146W","Q12146"
"4406","YDL218W","Q07629"
"4407","YNL098C","P01120"
"4408","YNL032W","P53965"
"4409","YHR184W","P38871"
"4410","YLR332W","P36027"
"4411","YGR081C","P53251"
"4412","YCL005W-A","Q3E7B6"
"4413","YOL156W","P54862"
"4414","YHR168W","P38860"
"4415","YBR058C-A","Q3E790"
"4416","YOR183W","Q08559"
"4417","YHR062C","P38786"
"4418","YGR248W","P53315"
"4419","YKL034W","P36096"
"4420","YMR138W","P39110"
"4421","YOL058W","P22768"
"4422","YJL110C","P42944"
"4423","YHL007C","Q03497"
"4424","YPL022W","P06777"
"4425","YHR208W","P38891"
"4426","YAR042W","P35845"
"4427","YFL012W-A","Q03186"
"4428","YKR013W","P36110"
"4429","YJL074C","P47037"
"4430","YIR009W","P40567"
"4431","YLR384C","Q06706"
"4432","YOR127W","P39083"
"4433","YPR188C","Q06580"
"4434","YKR064W","P36023"
"4435","YGL018C","P53193"
"4436","YJL198W","P39535"
"4437","YMR261C","P38426"
"4438","YPL013C","Q02608"
"4439","YER001W","P39106"
"4440","YOR179C","Q08553"
"4441","YBR134W","P38275"
"4442","YGR116W","P23615"
"4443","YBR126W-A","Q8TGU7"
"4444","YHR213W","P0CI66"
"4445","YHR213W","P0CI67"
"4446","YGL234W","P07244"
"4447","YPL030W","Q02648"
"4448","YGR002C","P53201"
"4449","YER164W","P32657"
"4450","YPR108W","Q06103"
"4451","YDR385W","P32324"
"4452","YDR480W","Q03373"
"4453","YBR109C","P06787"
"4454","YMR271C","P30402"
"4455","YOR306C","Q08777"
"4456","YGR112W","P53266"
"4457","YBL089W","P38176"
"4458","YLL012W","Q07804"
"4459","YLR213C","Q05790"
"4460","YMR013C-A","P0C5Q3"
"4461","YHR082C","P38691"
"4462","YLR013W","Q07928"
"4463","YDR439W","Q04087"
"4464","YDR381W","Q12159"
"4465","YDR349C","Q06325"
"4466","YLL028W","Q07824"
"4467","YJR010C-A","P46965"
"4468","YLR408C","Q06071"
"4469","YPL121C","P32489"
"4470","YDR290W","P87280"
"4471","YNL323W","P42838"
"4472","YGR254W","P00924"
"4473","YPR067W","Q12425"
"4474","YIL145C","P40459"
"4475","YBL112C","A0A023PXF5"
"4476","YBL112C","Q3E7Y4"
"4477","YMR209C","Q03648"
"4478","YPR102C","P0C0W9"
"4479","YLR168C","P35200"
"4480","YPL123C","Q02933"
"4481","YOR172W","Q12340"
"4482","YJL149W","P47005"
"4483","YGR159C","P27476"
"4484","YNL331C","P42884"
"4485","YML058W-A","Q6Q5K6"
"4486","YOL160W","Q08321"
"4487","YKR075C","P36155"
"4488","YDR066C","Q12378"
"4489","YDR325W","Q06680"
"4490","YHR006W","P38704"
"4491","YNL203C","P40163"
"4492","YGL040C","P05373"
"4493","YOR259C","P53549"
"4494","YBL041W","P23724"
"4495","YDL085C-A","Q3E7B7"
"4496","YER084W","P40057"
"4497","YPL192C","Q08931"
"4498","YGL030W","P14120"
"4499","YNL009W","P53982"
"4500","YBR108W","P38266"
"4501","YNL070W","P53507"
"4502","YJR139C","P31116"
"4503","YAR010C","P0CX57"
"4504","YAR010C","P0CX58"
"4505","YDL092W","P38985"
"4506","YJL044C","P32806"
"4507","YIR016W","P40572"
"4508","YLR404W","Q06058"
"4509","YOR096W","P26786"
"4510","YCL058W-A","Q2V2Q1"
"4511","YML062C","P33441"
"4512","YNL206C","P40161"
"4513","YBR029C","P38221"
